boeing	179.98	54.00	41.20	.	35.73	4.94	898.31
boeing	65.70	64.00	92.65	94.74	23.53	5.26	2022.73
boeing	127.99	59.00	114.29	113.86	25.47	5.14	3668.89
boeing	100.98	57.00	91.22	90.00	45.02	4.10	2187.23
boeing	187.21	54.00	88.57	.	14.75	3.94	2041.67
boeing	298.52	66.00	84.18	.	26.32	3.84	1616.36
boeing	78.46	70.00	107.99	109.46	19.70	4.76	3184.33
boeing	183.57	70.00	64.97	.	21.56	4.02	822.94
boeing	129.93	51.00	84.35	.	23.86	4.62	1671.13
boeing	217.93	59.00	96.37	97.10	29.91	4.55	2217.83
boeing	94.43	59.00	86.38	.	39.09	4.19	1943.13
boeing	114.76	49.00	107.13	107.52	25.20	4.68	3011.38
boeing	211.71	68.00	71.94	.	22.52	4.85	1288.83
boeing	78.25	72.00	77.00	.	13.80	4.20	1273.66
boeing	139.86	63.00	69.49	.	24.57	4.68	1033.72
boeing	111.01	62.00	62.72	.	27.46	4.70	844.80
boeing	161.25	57.00	87.76	.	28.32	3.78	1987.15
boeing	244.16	54.00	102.86	104.44	27.62	4.68	2792.97
boeing	73.13	50.00	46.54	.	14.60	4.08	731.20
boeing	249.43	59.00	62.68	.	39.92	4.43	934.55
boeing	80.40	68.00	54.89	.	31.82	3.31	1213.93
boeing	113.36	56.00	113.96	113.75	44.74	3.94	4017.79
boeing	119.92	64.00	136.66	136.42	44.29	4.17	6309.95
boeing	197.18	58.00	113.89	113.45	33.46	4.23	3785.65
boeing	97.09	61.00	78.19	.	28.01	4.45	1341.18
boeing	120.82	57.00	102.05	101.34	20.83	3.99	2498.82
boeing	222.70	52.00	39.73	.	33.27	4.45	1037.91
boeing	215.48	65.00	75.27	.	50.17	3.92	1712.84
boeing	197.92	60.00	86.70	.	27.11	3.97	1937.26
boeing	164.23	54.00	76.13	.	28.05	4.58	1267.76
boeing	147.75	46.00	110.15	110.60	25.82	4.73	3435.39
boeing	115.09	63.00	79.93	.	19.55	4.63	1067.84
boeing	287.00	53.00	91.40	93.34	26.33	4.66	2020.27
boeing	156.85	57.00	83.54	.	27.61	3.96	1566.26
boeing	139.41	61.00	93.27	93.50	21.13	4.16	2191.33
boeing	211.09	54.00	89.95	91.12	33.66	4.29	2110.29
boeing	154.99	66.00	109.00	108.36	15.54	4.55	3097.07
boeing	128.94	79.00	106.93	108.43	30.46	4.84	3203.32
boeing	85.96	71.00	86.42	.	34.59	4.40	1703.51
boeing	197.55	68.00	126.67	127.96	23.76	2.99	5031.39
boeing	228.96	47.00	59.44	.	8.73	4.03	653.62
boeing	132.16	61.00	85.94	.	39.74	4.28	1712.11
boeing	232.79	56.00	123.96	122.19	26.37	4.06	4483.86
boeing	154.19	66.00	107.06	108.18	27.41	4.23	3158.88
boeing	117.22	60.00	66.46	.	28.24	4.09	979.60
boeing	95.46	57.00	90.82	92.92	40.49	5.01	2272.10
boeing	293.23	61.00	88.50	.	35.03	3.86	2079.85
boeing	145.17	56.00	67.28	.	39.00	4.80	1181.25
boeing	168.76	61.00	66.43	.	29.24	3.62	1163.32
boeing	154.28	66.00	62.08	.	22.66	4.61	974.86
boeing	149.87	63.00	60.62	.	35.46	4.95	1146.38
boeing	148.01	45.00	85.31	.	33.59	3.86	1683.31
boeing	161.46	65.00	73.98	.	30.67	4.88	1187.68
boeing	72.42	54.00	85.47	.	34.04	4.18	1978.31
boeing	225.56	55.00	55.55	.	36.42	4.49	1053.83
boeing	104.87	59.00	90.21	90.79	28.28	4.72	1880.29
boeing	107.34	64.00	99.02	97.33	32.89	4.38	2405.91
boeing	182.20	61.00	104.30	103.10	32.66	3.87	2689.16
boeing	143.33	68.00	33.82	.	37.68	4.07	936.58
boeing	146.04	69.00	71.79	.	-1.53	4.20	738.65
boeing	217.50	51.00	53.69	.	19.91	3.11	984.43
boeing	147.03	76.00	63.60	.	36.49	4.49	1051.94
boeing	114.26	61.00	90.01	.	39.10	4.62	2086.98
boeing	162.21	66.00	60.10	.	23.46	4.02	781.26
boeing	190.95	53.00	100.59	98.34	18.84	4.49	2164.52
boeing	131.52	50.00	48.33	.	29.34	3.62	967.46
boeing	272.04	59.00	118.92	120.40	15.05	4.11	4279.57
boeing	101.45	63.00	46.76	.	37.34	4.69	847.66
boeing	121.62	62.00	59.32	.	35.29	3.69	1083.39
boeing	172.56	77.00	82.30	.	44.76	4.23	1809.27
boeing	112.24	62.00	85.09	.	13.19	3.26	1782.37
boeing	161.83	80.00	82.51	.	36.68	4.69	1590.37
boeing	206.17	58.00	104.66	104.70	38.21	5.05	2930.21
boeing	117.02	49.00	54.73	.	26.06	4.45	800.13
boeing	159.64	63.00	60.42	.	16.34	3.94	858.41
boeing	137.73	48.00	57.90	.	30.59	3.54	831.09
boeing	184.04	62.00	69.71	.	15.35	4.04	1116.76
boeing	130.22	56.00	93.55	90.77	16.29	3.46	1852.00
boeing	222.29	63.00	101.52	101.12	27.16	3.36	2849.46
boeing	186.51	61.00	70.79	.	12.10	4.15	959.14
boeing	159.81	69.00	86.32	.	33.82	4.59	1898.74
boeing	194.85	50.00	64.46	.	34.55	4.61	962.79
boeing	163.96	42.00	78.28	.	15.73	4.06	1328.99
boeing	142.31	66.00	67.49	.	26.49	4.49	1234.50
boeing	191.12	56.00	42.02	.	43.88	3.41	1089.05
boeing	193.51	50.00	63.26	.	32.11	3.90	1100.35
boeing	196.86	55.00	42.53	.	27.59	4.49	872.58
boeing	159.85	61.00	107.30	105.91	15.33	4.25	2652.80
boeing	116.61	63.00	75.73	.	21.31	4.15	875.79
boeing	158.16	72.00	74.83	.	26.19	3.99	1449.08
boeing	219.72	76.00	88.10	.	42.09	4.65	1927.05
boeing	217.28	57.00	74.02	.	41.38	4.85	1579.76
boeing	79.05	67.00	54.25	.	43.97	4.29	1305.92
boeing	183.38	51.00	83.56	.	42.05	3.69	1826.76
boeing	133.46	73.00	57.05	.	1.25	4.72	371.28
boeing	212.95	57.00	79.34	.	55.09	4.77	1817.39
boeing	71.75	56.00	55.79	.	25.81	4.22	671.30
boeing	93.78	51.00	42.61	.	37.95	4.63	1122.03
boeing	183.07	50.00	83.27	.	26.90	4.60	1479.84
boeing	260.03	46.00	91.66	93.05	44.60	3.69	2482.66
boeing	169.84	59.00	91.79	91.28	31.44	4.55	2051.22
boeing	136.33	52.00	38.26	.	28.34	3.94	981.15
boeing	91.89	57.00	62.64	.	33.41	4.58	1029.34
boeing	124.54	75.00	69.88	.	31.31	4.69	1045.03
boeing	41.95	56.00	71.21	.	38.40	3.72	1225.51
boeing	124.88	61.00	63.46	.	27.25	4.51	1056.46
boeing	189.66	46.00	105.69	107.65	36.49	3.55	3447.36
boeing	277.18	52.00	119.65	120.19	25.18	4.93	4292.17
boeing	236.19	73.00	52.36	.	44.12	4.50	1078.10
boeing	114.19	67.00	77.42	.	21.66	4.63	1185.23
boeing	205.92	59.00	92.10	92.17	44.70	4.23	2339.38
boeing	107.73	64.00	93.75	94.41	29.61	4.30	2101.77
boeing	202.69	69.00	90.94	90.53	39.46	3.13	2191.10
boeing	96.94	70.00	94.03	94.52	23.59	4.15	2135.79
boeing	164.24	59.00	113.03	113.17	38.35	3.28	3913.23
boeing	130.17	77.00	55.09	.	38.03	4.10	998.10
boeing	210.96	60.00	70.06	.	37.12	4.91	1395.14
boeing	149.22	60.00	99.47	101.10	19.85	3.30	2560.76
boeing	209.06	64.00	76.01	.	40.46	4.51	1502.07
boeing	216.97	65.00	71.47	.	36.82	3.65	1267.11
boeing	142.14	61.00	105.10	103.35	28.63	3.45	3152.60
boeing	158.56	63.00	77.86	.	32.43	3.99	1457.76
boeing	171.20	47.00	44.64	.	35.05	3.91	993.18
boeing	151.30	59.00	88.96	.	12.87	4.54	1669.59
boeing	175.30	62.00	89.53	90.48	39.56	4.11	2196.47
boeing	209.67	48.00	76.52	.	41.41	4.19	1398.24
boeing	127.22	59.00	107.61	107.87	31.39	4.55	3133.35
boeing	160.33	66.00	87.89	.	19.45	4.81	1543.39
boeing	124.48	60.00	114.48	114.69	45.08	4.33	3873.10
boeing	228.88	58.00	72.78	.	44.70	3.97	1570.34
boeing	168.66	56.00	80.92	.	59.95	3.95	1936.01
boeing	218.78	65.00	88.99	.	22.93	3.48	1770.92
boeing	109.45	66.00	117.64	112.26	35.91	4.06	3741.07
boeing	134.83	60.00	73.84	.	32.78	4.07	1260.61
boeing	233.43	65.00	92.49	94.52	20.91	3.94	2104.09
boeing	131.23	62.00	79.62	.	32.94	5.07	1510.21
boeing	115.40	66.00	65.54	.	33.85	4.23	962.61
boeing	105.58	56.00	86.84	.	17.79	3.61	1723.75
boeing	198.37	52.00	69.10	.	35.27	3.73	1111.79
boeing	177.27	44.00	70.01	.	22.16	5.05	944.24
boeing	176.31	64.00	65.81	.	21.68	4.88	690.00
boeing	157.79	60.00	79.42	.	50.84	4.28	1960.43
boeing	64.16	68.00	75.59	.	32.97	4.06	1230.99
boeing	166.66	56.00	82.23	.	18.96	5.03	1338.47
boeing	56.55	48.00	84.55	.	26.39	4.88	1531.64
boeing	176.54	55.00	69.90	.	11.99	4.46	812.22
boeing	148.48	55.00	68.77	.	20.51	3.37	1191.94
boeing	148.44	65.00	53.54	.	30.16	3.57	1024.09
boeing	71.88	50.00	40.68	.	39.55	4.19	974.57
boeing	92.34	61.00	54.03	.	14.56	4.67	770.64
boeing	169.84	63.00	93.99	96.26	29.63	4.47	2444.53
boeing	106.51	64.00	92.89	92.65	20.39	4.12	1977.12
boeing	79.71	75.00	106.75	106.73	18.35	4.81	2785.86
boeing	100.00	63.00	77.98	.	48.74	3.64	1655.63
boeing	150.17	67.00	84.19	.	40.76	3.92	2065.31
boeing	86.58	55.00	80.39	.	37.01	3.65	1426.51
boeing	152.58	60.00	101.44	101.69	23.45	3.65	2740.80
boeing	174.61	48.00	100.27	98.72	25.32	4.16	2503.70
boeing	155.01	43.00	92.13	93.68	35.19	3.69	2370.01
boeing	105.97	53.00	64.19	.	30.30	3.81	1053.63
boeing	242.44	64.00	74.22	.	22.23	4.07	1338.26
boeing	168.23	74.00	86.85	.	16.89	3.83	1725.38
boeing	14.76	59.00	108.29	109.33	46.93	4.81	3645.61
boeing	109.28	69.00	79.73	.	31.06	4.28	1500.71
boeing	203.90	63.00	46.04	.	26.59	4.23	929.69
boeing	136.96	57.00	95.23	94.20	22.60	4.13	2270.05
boeing	190.75	60.00	89.80	.	26.56	4.51	1829.24
boeing	126.30	69.00	74.37	.	49.04	4.83	1548.69
boeing	193.50	55.00	56.91	.	33.29	4.02	969.96
boeing	180.64	67.00	55.83	.	41.05	4.12	1101.43
boeing	200.45	58.00	54.59	.	30.37	4.44	925.39
boeing	204.14	61.00	86.49	.	35.02	3.67	1935.07
boeing	161.11	49.00	80.13	.	31.19	4.81	1361.91
boeing	154.52	67.00	129.31	127.59	23.98	5.15	5058.47
boeing	89.36	55.00	111.20	110.68	41.85	3.86	3698.13
boeing	195.29	52.00	111.13	109.82	28.88	4.77	3439.73
boeing	163.79	55.00	82.56	.	37.12	3.60	1813.84
boeing	247.98	52.00	62.90	.	42.13	4.84	1021.99
boeing	142.68	64.00	43.35	.	37.36	5.09	807.80
boeing	99.10	47.00	73.85	.	18.78	4.92	1352.96
boeing	151.46	56.00	41.61	.	25.01	4.61	735.80
boeing	106.64	66.00	64.89	.	29.44	5.02	924.10
boeing	122.77	60.00	64.42	.	39.04	4.41	966.91
boeing	133.77	52.00	80.42	.	11.97	4.25	1200.94
boeing	70.97	55.00	58.89	.	26.03	4.31	987.79
boeing	75.01	60.00	99.38	99.94	33.95	4.40	2578.24
boeing	126.32	65.00	65.89	.	19.60	4.69	846.18
boeing	117.32	58.00	67.05	.	34.30	3.96	1174.75
boeing	206.07	44.00	61.85	.	26.94	3.94	896.58
boeing	211.17	51.00	65.10	.	27.03	4.42	980.45
boeing	211.89	48.00	43.17	.	34.92	4.03	1057.15
boeing	131.03	54.00	69.74	.	37.51	4.29	1387.77
boeing	204.96	64.00	95.68	99.11	41.44	4.78	2718.43
boeing	167.62	56.00	110.99	109.75	58.08	4.50	3723.05
boeing	123.19	63.00	73.88	.	47.17	4.44	1394.53
boeing	166.10	48.00	116.59	118.01	13.26	3.13	4129.04
boeing	102.42	66.00	104.03	102.85	27.83	4.86	2637.53
boeing	79.28	55.00	90.25	90.37	40.28	3.95	2001.05
boeing	164.10	58.00	71.18	.	35.06	3.96	1310.60
boeing	124.71	64.00	72.26	.	36.32	4.17	1105.25
boeing	197.88	59.00	88.69	90.73	38.03	5.12	2073.16
boeing	159.22	29.00	62.70	.	27.15	3.64	1016.95
boeing	176.26	60.00	93.07	94.97	35.55	5.12	2238.36
boeing	126.04	57.00	105.72	105.10	37.33	4.06	2984.02
boeing	186.22	60.00	83.24	.	36.09	4.62	1771.62
boeing	99.19	60.00	119.68	123.05	27.56	3.64	4455.65
boeing	192.18	67.00	34.30	.	30.14	4.50	1001.08
boeing	146.35	53.00	84.94	.	24.87	3.89	1658.97
boeing	149.69	69.00	64.96	.	22.24	4.11	786.61
boeing	72.50	60.00	93.14	91.59	28.31	4.73	2072.91
boeing	163.61	60.00	97.50	99.43	34.08	4.74	2652.96
boeing	194.47	82.00	40.82	.	22.62	4.88	761.49
boeing	226.57	68.00	50.86	.	31.06	4.12	840.54
boeing	172.67	60.00	78.77	.	20.22	4.42	1195.94
boeing	157.81	64.00	78.85	.	19.14	4.26	1435.92
boeing	128.89	63.00	102.54	104.62	28.79	4.70	2774.45
boeing	87.74	67.00	92.40	92.43	34.11	4.34	2144.58
boeing	224.75	59.00	91.22	92.75	31.36	4.25	2174.70
boeing	121.93	52.00	99.85	100.66	17.88	4.64	2478.61
boeing	129.41	63.00	85.54	.	25.43	4.40	1679.74
boeing	84.30	65.00	34.12	.	35.27	4.29	1198.09
boeing	193.73	61.00	91.51	93.21	29.84	4.07	2186.62
boeing	201.89	52.00	81.55	.	25.60	4.13	1646.70
boeing	172.44	63.00	74.83	.	22.17	4.32	1176.12
boeing	31.39	51.00	98.22	99.06	52.47	4.16	2808.32
boeing	92.45	49.00	101.54	101.85	18.17	4.82	2573.05
boeing	106.11	69.00	97.17	98.64	38.44	3.58	2628.54
boeing	158.42	62.00	65.64	.	26.96	3.46	1154.22
boeing	146.55	53.00	58.29	.	27.97	4.31	919.05
boeing	63.33	52.00	132.78	132.91	18.18	4.11	5343.20
boeing	124.38	72.00	60.37	.	3.79	3.71	641.60
boeing	213.98	49.00	80.39	.	16.96	4.10	1531.29
boeing	173.75	70.00	68.46	.	35.03	4.96	1098.28
boeing	141.65	54.00	65.00	.	12.72	4.37	960.18
boeing	119.64	68.00	70.18	.	2.21	3.74	816.21
boeing	84.37	51.00	75.12	.	34.88	3.93	1270.30
boeing	146.18	59.00	65.33	.	32.67	4.41	968.44
boeing	147.99	59.00	80.99	.	21.71	3.36	1485.54
boeing	177.62	49.00	65.57	.	8.83	3.67	839.27
boeing	192.27	64.00	71.75	.	15.87	4.47	920.72
boeing	136.65	50.00	61.20	.	28.41	4.00	1123.40
boeing	160.34	63.00	78.27	.	32.73	3.90	1346.54
boeing	233.43	68.00	34.22	.	28.63	4.79	955.91
boeing	168.63	70.00	77.54	.	21.05	4.22	1375.02
boeing	94.32	66.00	83.64	.	23.47	3.55	1499.72
boeing	164.77	67.00	53.11	.	27.92	4.32	819.24
boeing	130.75	61.00	65.76	.	28.67	4.48	893.58
boeing	142.42	59.00	80.43	.	19.79	4.02	1445.87
boeing	183.96	63.00	45.86	.	39.80	3.96	1050.55
boeing	147.91	64.00	90.50	.	31.40	4.36	1853.95
boeing	134.22	58.00	43.12	.	36.99	3.85	977.40
boeing	137.92	54.00	47.15	.	46.43	5.12	1128.97
boeing	99.68	61.00	121.84	120.95	33.18	3.87	4427.67
boeing	68.20	63.00	67.96	.	39.48	4.78	1344.34
boeing	83.51	67.00	78.63	.	17.34	3.86	1104.40
boeing	212.29	46.00	89.53	90.63	35.49	4.00	2148.11
boeing	153.83	61.00	126.84	126.12	20.55	4.33	4736.60
airbus	132.47	80.00	100.01	100.89	41.03	4.30	2554.83
airbus	109.20	43.00	82.48	.	30.14	4.09	1321.00
airbus	93.95	58.00	96.88	98.09	29.18	3.97	2008.22
airbus	45.64	60.00	93.79	.	42.83	4.27	2003.44
airbus	99.15	63.00	97.10	96.91	33.14	3.52	2060.17
airbus	199.44	69.00	58.11	.	24.20	3.63	418.02
airbus	141.97	63.00	85.85	.	46.47	3.40	1492.67
airbus	203.13	55.00	90.26	.	42.32	3.27	1446.86
airbus	199.80	55.00	61.71	.	34.98	4.08	643.86
airbus	112.87	60.00	104.46	103.67	23.78	3.90	2489.00
airbus	148.50	53.00	99.87	98.72	39.52	3.90	2404.74
airbus	89.08	57.00	74.21	.	25.75	3.68	852.78
airbus	109.79	50.00	85.88	.	33.47	3.46	1408.57
airbus	209.19	54.00	50.81	.	38.84	4.03	566.93
airbus	143.52	66.00	78.58	.	33.75	2.28	1011.34
airbus	147.81	60.00	84.69	.	45.64	3.66	1454.30
airbus	217.12	66.00	94.81	97.63	33.06	3.82	2017.60
airbus	142.47	66.00	63.92	.	30.15	3.07	428.99
airbus	99.02	56.00	91.24	.	15.60	3.37	1450.58
airbus	198.87	58.00	61.13	.	22.52	3.45	397.54
airbus	131.73	60.00	131.04	131.34	28.28	3.66	4896.29
airbus	274.22	65.00	84.14	.	28.40	3.59	944.67
airbus	160.39	55.00	103.28	105.19	54.20	3.95	2837.08
airbus	79.34	64.00	92.53	.	22.23	3.60	1816.98
airbus	87.35	59.00	87.93	.	28.79	4.01	1555.40
airbus	139.58	63.00	95.68	.	31.65	3.64	1819.59
airbus	103.66	50.00	83.44	.	24.60	3.90	1251.43
airbus	137.15	52.00	89.06	.	44.76	3.75	1528.03
airbus	205.36	56.00	91.46	.	19.37	3.38	1658.46
airbus	122.73	68.00	94.35	97.57	45.46	4.21	2376.80
airbus	180.00	66.00	57.24	.	35.33	3.07	383.58
airbus	149.62	73.00	91.58	.	30.86	3.27	1457.05
airbus	182.88	76.00	66.33	.	30.28	3.47	616.15
airbus	117.74	59.00	47.68	.	28.61	3.75	406.09
airbus	123.30	41.00	97.57	96.98	38.41	3.53	2167.76
airbus	213.64	63.00	84.91	.	36.43	4.18	1829.16
airbus	45.50	58.00	107.29	105.69	21.83	3.40	2542.34
airbus	241.45	73.00	77.97	.	28.98	3.53	1000.59
airbus	181.52	56.00	92.13	.	20.59	4.18	1656.06
airbus	234.44	68.00	92.64	.	43.08	3.86	1860.80
airbus	145.23	53.00	74.36	.	27.91	3.84	853.28
airbus	191.36	62.00	88.39	.	28.35	4.36	1465.26
airbus	16.89	54.00	94.51	95.93	37.48	4.17	2162.93
airbus	91.14	51.00	81.95	.	27.50	3.57	937.68
airbus	113.38	52.00	98.89	100.53	33.57	3.50	2169.67
airbus	192.31	52.00	79.41	.	40.21	3.78	1216.27
